target,source,Coste,player
NK Istra,Toulouse,?,Dario MaresicD. Maresic
Adana Demirspor,Toulouse,?,Arbër ZeneliA. Zeneli
SM Caen,Toulouse,Cesión,Amine SalamaA. Salama
Stade-Lausanne,Toulouse,Cesión,Ibrahim DiakitéI. Diakité
Pau FC,Toulouse,Cesión,Thérence KoudouT. Koudou
Stade Brestois,Toulouse,Cesión,Kamory DoumbiaK. Doumbia
FC Annecy,Toulouse,Cesión,Martin AdelineM. Adeline
Retirado,Toulouse,-,Nicolas PenneteauN. Penneteau
Sin equipo,Toulouse,-,Valon BerishaV. Berisha
Arsenal,Toulouse,Fin de cesión 30/06/2023,Folarin BalogunF. Balogun
Manchester City,Toulouse,Fin de cesión 31/01/2024,Josh Wilson-EsbrandJ. Wilson-Esbrand
Rosenborg,Toulouse,Fin de cesión 03/08/2023,Noah Jean HolmN. Holm
Hertha Berlín,Toulouse,Fin de cesión 30/06/2023,Myziane MaolidaM. Maolida
Stade Brestois,Lillestrøm,"4,50 mill. €",Akor AdamsA. Adams
Stade Brestois,FC Utrecht,"3,20 mill. €",Modibo SagnanM. Sagnan
Stade Brestois,Vit. Guimarães,"1,30 mill. €",Falaye SackoF. Sacko
Stade Brestois,FK Sarajevo,150 mil €,Belmin DizdarevicB. Dizdarevic
Stade Brestois,OH Leuven,Libre,Mousa TamariM. Tamari
Stade Brestois,FC Zúrich,Libre,Becir OmeragicB. Omeragic
Stade Brestois,Torino,Cesión,Yann KaramohY. Karamoh
Stade Brestois,Génova,Cesión,Kelvin YeboahK. Yeboah
Stade Brestois,Génova,Cesión,Silvan HeftiS. Hefti
Stade Brestois,Montpellier B,-,Lucas MincarelliL. Mincarelli
Stade Brestois,Sin equipo,-,Tanguy CoulibalyT. Coulibaly
Stade Brestois,Le Puy Foot,Fin de cesión 30/06/2023,Sacha DelayeS. Delaye
Stade Brestois,FC Thun,Fin de cesión 30/06/2023,Gabriel BarèsG. Barès
Lens,Stade Brestois,"30,00 mill. €",Elye WahiElye Wahi
Leicester City,Stade Brestois,"7,50 mill. €",Stephy MavididiS. Mavididi
Polissya,Stade Brestois,250 mil €,Béni MakouanaB. Makouana
Pau FC,Stade Brestois,Libre,Bingourou KamaraB. Kamara
CF Estrela,Stade Brestois,Libre,Pedro MendesP. Mendes
Stade Briochin,Stade Brestois,Libre,Thibault TamasT. Tamas
Macarthur,Stade Brestois,Libre,Valère GermainV. Germain
Iraklis,Stade Brestois,Libre,Yanis GuermoucheY. Guermouche
Burnley,Stade Brestois,Cesión,Maxime EstèveM. Estève
Concarneau,Stade Brestois,Cesión,Gabriel BarèsG. Barès
Sin equipo,Stade Brestois,-,Matis CarvalhoM. Carvalho
Sin equipo,Stade Brestois,-,Mamadou SakhoM. Sakho
Sin equipo,Stade Brestois,-,Mathías SuárezM. Suárez
Vit. Guimarães,Stade Brestois,Fin de cesión 30/06/2023,Falaye SackoF. Sacko
Club Brujas,Stade Brestois,Fin de cesión 30/06/2023,Faitout MaouassaF. Maouassa
Génova,Stade Brestois,Fin de cesión 31/01/2024,Kelvin YeboahK. Yeboah
Estrasburgo,Standard Lieja,"4,50 mill. €",Aron DønnumA. Dønnum
Estrasburgo,NEC Nijmegen,"3,00 mill. €",Ibrahim CissokoI. Cissoko
Estrasburgo,Aris Limassol,"2,75 mill. €",Shavy BabickaS. Babicka
Estrasburgo,Werder Bremen,"2,50 mill. €",Niklas SchmidtN. Schmidt
Estrasburgo,Círculo Brujas,"2,50 mill. €",Yann GbohoY. Gboho
Estrasburgo,SC Bastia,"2,00 mill. €",Frank MagriF. Magri
Estrasburgo,New York,"1,00 mill. €",Cristian Cásseres Jr.C. Cásseres Jr.
Estrasburgo,CD Mirandés,Libre,César GelabertC. Gelabert
Estrasburgo,UD Las Palmas,?,Álex DomínguezÁ. Domínguez
Estrasburgo,Lens,Cesión,Stijn SpieringsS. Spierings
Estrasburgo,Toulouse B,-,Justin LacombeJ. Lacombe
Estrasburgo,Toulouse B,-,Christian MawissaC. Mawissa
Estrasburgo,Toulouse B,-,Guillaume RestesG. Restes
Estrasburgo,Pau FC,Fin de cesión 30/06/2023,Yanis BegraouiY. Begraoui
Estrasburgo,Stade Lavallois,Fin de cesión 30/06/2023,Sam SannaSam Sanna
Estrasburgo,Bodø/Glimt,Fin de cesión 17/07/2024,Kjetil HaugK. Haug
Estrasburgo,Chamois Niort,Fin de cesión 30/06/2023,Junior FlemmingsJ. Flemmings
Estrasburgo,Odense BK,Fin de cesión 30/06/2023,Naatan SkyttäN. Skyttä
Estrasburgo,Botev Vratsa,Fin de cesión 30/06/2023,Tom RapnouilT. Rapnouil
Estrasburgo,Botev Vratsa,Fin de cesión 30/06/2023,Kléri SerberK. Serber
Estrasburgo,Vitesse,Fin de cesión 30/01/2024,Said HamulicS. Hamulic
Estrasburgo,Sarpsborg 08,Fin de cesión 31/12/2023,Kjetil HaugK. Haug
Estrasburgo,QRM,Fin de cesión 30/06/2023,Mamady BangréM. Bangré
Eintracht,Estrasburgo,"10,00 mill. €",Farès ChaïbiF. Chaïbi
EC Bahia,Estrasburgo,"2,50 mill. €",Rafael RatãoRafael Ratão
Sparta Praga,Estrasburgo,"Coste de cesión: 1,00 mill. €",Veljko BirmancevicV. Birmancevic
AJ Auxerre,Estrasburgo,700 mil €,Ado OnaiwuA. Onaiwu
CSKA 1948,Estrasburgo,Libre,Tom RapnouilT. Rapnouil
Watford,Estrasburgo,Libre,Rhys HealeyR. Healey
Stade Lavallois,Estrasburgo,Libre,Sam SannaSam Sanna
Charlotte,Estrasburgo,Libre,Brecht DejaegereB. Dejaegere
Lens,Estrasburgo,Libre,Stijn SpieringsS. Spierings
RSC Anderlecht,Estrasburgo,Libre,Maxime DupéM. Dupé
Ajax,Estrasburgo,Libre,Branco van den BoomenB. van den Boomen
VfB Stuttgart,Estrasburgo,Cesión,Anthony RouaultA. Rouault
Bodø/Glimt,Estrasburgo,Cesión,Kjetil HaugK. Haug
Vozdovac,Estrasburgo,Cesión,Junior FlemmingsJ. Flemmings
Botev Vratsa,Estrasburgo,Cesión,Kléri SerberK. Serber
Randers FC,Estrasburgo,Cesión,Oliver ZandénO. Zandén
Pau FC,Estrasburgo,Cesión,Yanis BegraouiY. Begraoui
Vitesse,Estrasburgo,Cesión,Said HamulicS. Hamulic
Sarpsborg 08,Estrasburgo,Cesión,Kjetil HaugK. Haug
Troyes,Estrasburgo,Cesión,Mamady BangréM. Bangré
Lokomotiv Moscú,Estrasburgo,Cesión,Said HamulicS. Hamulic
PAOK,Estrasburgo,Fin de cesión 30/06/2023,Theocharis TsingarasT. Tsingaras
FC Nantes,St-Étienne,"3,00 mill. €",Mahdi CamaraM. Camara
FC Nantes,Stade Reims,500 mil €,Bradley LockoB. Locko
FC Nantes,LOSC Lille,Libre,Jonas MartinJ. Martin
FC Nantes,W. Mannheim,Libre,Adrien LebeauA. Lebeau
FC Nantes,Marsella,Cesión,Jordan AmaviJ. Amavi
FC Nantes,Lens,Cesión,Julien Le CardinalJ. Le Cardinal
FC Nantes,Mónaco U21,Cesión,Antonin CartillierA. Cartillier
FC Nantes,Niza,Cesión,Billal BrahimiB. Brahimi
FC Nantes,Stade Reims,Cesión,Kamory DoumbiaK. Doumbia
FC Nantes,Inter,Cesión,Martín SatrianoM. Satriano
FC Nantes,Sin equipo,-,Yan MarillatY. Marillat
FC Nantes,Sin equipo,-,Luck ZogbéL. Zogbé
FC Nantes,Concarneau,Fin de cesión 30/06/2023,Axel CamblanA. Camblan
FC Nantes,FC Schalke 04,Fin de cesión 30/06/2023,Jere UronenJ. Uronen
FC Nantes,SM Caen,Fin de cesión 30/06/2023,Hianga'a MbockH. Mbock
Bor. M'gladbach,FC Nantes,"8,00 mill. €",Franck HonoratF. Honorat
Charlotte,FC Nantes,600 mil €,Jere UronenJ. Uronen
FC Nantes,FC Nantes,Libre,Jean-Kévin DuverneJ. Duverne
Ohod Club,FC Nantes,Libre,Haris BelkeblaH. Belkebla
KAA Gante,FC Nantes,Libre,Noah FadigaN. Fadiga
FC Metz,FC Nantes,?,Christophe HérelleC. Hérelle
Rodez AF,FC Nantes,Cesión,Taïryk ArconteT. Arconte
AC Ajaccio,FC Nantes,Cesión,Josué EscartinJ. Escartin
Blackpool,FC Nantes,Cesión,Karamoko DembéléK. Dembélé
R Charleroi SC,FC Nantes,Cesión,Achraf DariA. Dari
SM Caen,FC Nantes,Cesión,Hianga'a MbockH. Mbock
Sin equipo,FC Nantes,-,Loïc RémyL. Rémy
Stade Reims,FC Nantes,Fin de cesión 30/06/2023,Bradley LockoB. Locko
Mónaco,FC Nantes,Fin de cesión 30/06/2023,Félix LemaréchalF. Lemaréchal
Talleres,FC Nantes,Fin de cesión 30/06/2023,Joaquín BlázquezJ. Blázquez
St-Étienne,FC Nantes,Fin de cesión 30/06/2023,Mahdi CamaraM. Camara
G. Burdeos,FC Nantes,Fin de cesión 30/06/2023,Alberth ElisA. Elis
Le Havre AC,Club Brujas,"20,00 mill. €",Abakar SyllaA. Sylla
Le Havre AC,Sturm Graz,"13,00 mill. €",Emanuel EmeghaE. Emegha
Le Havre AC,G. Burdeos,"10,00 mill. €",Dilane BakwaD. Bakwa
Le Havre AC,G. Burdeos,"10,00 mill. €",Junior MwangaJ. Mwanga
Le Havre AC,IMT Belgrad,"4,70 mill. €",Milos LukovicM. Lukovic
Le Havre AC,St-Étienne,"3,00 mill. €",Saïdou SowS. Sow
Le Havre AC,SM Caen,Libre,Jessy DeminguetJ. Deminguet
Le Havre AC,AS Nancy B,?,Steven BaseyaS. Baseya
Le Havre AC,St-Étienne,?,Matthieu DreyerM. Dreyer
Le Havre AC,Chelsea,Cesión,Andrey SantosA. Santos
Le Havre AC,Zulte Waregem,Fin de cesión 30/06/2023,Karol FilaK. Fila
Le Havre AC,R. Strasbourg B,-,Jordan RobinandJ. Robinand
Le Havre AC,R. Strasbourg B,-,Dany JeanDany Jean
Le Havre AC,Chelsea,Cesión,ÂngeloÂngelo
Le Havre AC,US Orléans,Fin de cesión 30/06/2023,Marvin ElimbiM. Elimbi
Le Havre AC,FC Annecy,Fin de cesión 30/06/2023,Maxime BastianM. Bastian
Le Havre AC,FC Annecy,Fin de cesión 30/06/2023,Moïse Sahi DionM. Dion
Le Havre AC,Paris FC,Fin de cesión 30/06/2023,Mehdi ChahiriM. Chahiri
Le Havre AC,Stade Briochin,Fin de cesión 30/06/2023,Alaa BellaarouchA. Bellaarouch
Le Havre AC,Rodez AF,Fin de cesión 30/06/2023,Marvin SenayaM. Senaya
Al-Shabab,Le Havre AC,"18,00 mill. €",Habib DialloH. Diallo
Wolverhampton,Le Havre AC,"15,00 mill. €",Jean-Ricner BellegardeJ. Bellegarde
Nottm Forest,Le Havre AC,"8,00 mill. €",Matz SelsMatz Sels
Lokomotiv Moscú,Le Havre AC,"3,50 mill. €",Gerzino NyamsiG. Nyamsi
Pau FC,Le Havre AC,Libre,Mehdi ChahiriM. Chahiri
FC Sochaux,Le Havre AC,Libre,Maxime BastianM. Bastian
SC Bastia,Le Havre AC,Libre,Dimitri LiénardD. Liénard
Fenerbahce,Le Havre AC,Libre,Alexander DjikuA. Djiku
Dijon,Le Havre AC,Cesión,Robin RisserR. Risser
IMT Belgrad,Le Havre AC,Cesión,Milos LukovicM. Lukovic
Torreense,Le Havre AC,?,Marvin ElimbiM. Elimbi
KRC Genk,Le Havre AC,Cesión,Eduard SobolE. Sobol
FC Annecy,Le Havre AC,Cesión,Nordine KandilN. Kandil
US Avranches,Le Havre AC,Cesión,Dany JeanDany Jean
Sin equipo,Le Havre AC,-,Sanjin PrcicS. Prcic
Sin equipo,Le Havre AC,-,Eiji KawashimaE. Kawashima
Retirado,Le Havre AC,-,Maxime Le MarchandM. Le Marchand
SO Cholet,Le Havre AC,Cesión,Jordan RobinandJ. Robinand
Shimizu S-Pulse,Le Havre AC,Fin de cesión 30/06/2023,Yuito SuzukiY. Suzuki
PSG,Le Havre AC,Fin de cesión 30/06/2023,Colin DagbaC. Dagba
Aston Villa,Le Havre AC,Fin de cesión 30/06/2023,Morgan SansonM. Sanson
FC Metz,Galatasaray,"5,75 mill. €",Mostafa MohamedMostafa Mohamed
FC Metz,PAOK,"5,50 mill. €",Douglas AugustoD. Augusto
FC Metz,Niza,"5,00 mill. €",Andy DelortA. Delort
FC Metz,Corinthians,"5,00 mill. €",AdsonAdson
FC Metz,Spezia,"3,00 mill. €",Kelvin AmianK. Amian
FC Metz,Ankaragücü,"2,00 mill. €",Lamine DiackL. Diack
FC Metz,Ankaragücü,Coste de cesión: 400 mil €,Lamine DiackL. Diack
FC Metz,Arsenal,Coste de cesión: 300 mil €,MarquinhosMarquinhos
FC Metz,Mainz,Libre,Ronaël Pierre-GabrielR. Pierre-Gabriel
FC Metz,Stade Brestois,Libre,Jean-Kévin DuverneJ. Duverne
FC Metz,VfL Wolfsburgo,Cesión,Nicolas CozzaN. Cozza
FC Metz,Lyon,Cesión,Tino KadewereT. Kadewere
FC Metz,Stade Rennes,Cesión,Matthis AblineM. Abline
FC Metz,Sheff Utd,Cesión,Bénie TraoréB. Traoré
FC Metz,Valencia CF,Cesión,Eray CömertE. Cömert
FC Metz,FC Nantes B,-,Junior DiazJ. Diaz
FC Metz,FC Nantes B,-,Nathan ZezeN. Zeze
FC Metz,FC Nantes B,-,Bastien MeupiyouB. Meupiyou
FC Metz,FC Nantes U19,-,Stredair AppuahS. Appuah
FC Metz,St-Étienne,Fin de cesión 30/06/2023,Abdoul Kader BambaA. Bamba
FC Metz,SO Cholet,Fin de cesión 30/06/2023,Bridge NdiluB. Ndilu
Stade Rennes,FC Metz,"15,00 mill. €",Ludovic BlasL. Blas
Marsella,FC Metz,"10,00 mill. €",Quentin MerlinQ. Merlin
Vasco da Gama,FC Metz,"5,00 mill. €",AdsonAdson
Al-Taawoun,FC Metz,"4,00 mill. €",Andrei GirottoA. Girotto
Umm Salal SC,FC Metz,"2,50 mill. €",Andy DelortA. Delort
BSC Young Boys,FC Metz,"1,30 mill. €",Jaouen HadjamJ. Hadjam
Amiens SC,FC Metz,Libre,Sébastien CorchiaS. Corchia
SC Bastia,FC Metz,Libre,Charles TraoréC. Traoré
Hesperange,FC Metz,Libre,Bridge NdiluB. Ndilu
FC Noah,FC Metz,Libre,Gor ManvelyanG. Manvelyan
Adanaspor,FC Metz,Libre,Samuel Yépié YépiéS. Yépié Yépié
Dinamo Zagreb,FC Metz,Libre,Ronaël Pierre-GabrielR. Pierre-Gabriel
FC Annecy,FC Metz,Cesión,Junior DiazJ. Diaz
Paris FC,FC Metz,Cesión,Lohann DoucetL. Doucet
Hellas Verona,FC Metz,Cesión,Fabien CentonzeF. Centonze
Colorado,FC Metz,Cesión,Lamine DiackL. Diack
Ankaragücü,FC Metz,Fin de cesión 30/01/2024,Lamine DiackL. Diack
Galatasaray,FC Metz,Fin de cesión 30/06/2023,Mostafa MohamedMostafa Mohamed
Niza,FC Metz,Fin de cesión 30/06/2023,Evann GuessandE. Guessand
Arsenal,FC Metz,Fin de cesión 12/01/2024,MarquinhosMarquinhos
Niza,FC Metz,Fin de cesión 30/06/2023,Andy DelortA. Delort
Benfica,FC Metz,Fin de cesión 30/06/2023,João VictorJoão Victor
Athletic,Real Sociedad B,Libre,Javier MartónJ. Martón
Athletic,RCD Mallorca,Libre,Iñigo Ruiz de GalarretaI. Ruiz de Galarreta
Athletic,Bilbao Athletic,-,Unai GómezU. Gómez
Athletic,Bilbao Athletic,-,Adu AresAdu Ares
Athletic,Burgos CF,Fin de cesión 30/06/2023,Juan ArtolaJ. Artola
Athletic,CD Mirandés,Fin de cesión 30/06/2023,Beñat PradosB. Prados
Athletic,PEC Zwolle,Fin de cesión 11/01/2024,Nico SerranoN. Serrano
Athletic,SD Eibar,Fin de cesión 30/06/2023,Imanol García de AlbénizI. García de Albéniz
Athletic,SD Eibar,Fin de cesión 30/06/2023,Peru NolaskoainP. Nolaskoain
Athletic,FC Andorra,Fin de cesión 30/06/2023,Álex PetxaÁ. Petxa
Athletic,CD Mirandés,Fin de cesión 30/06/2023,Nico SerranoN. Serrano
Athletic,Alavés,Fin de cesión 30/06/2023,Asier VillalibreA. Villalibre
FC Andorra,Athletic,Libre,Álex PetxaÁ. Petxa
Levante UD,Athletic,Libre,Ander CapaA. Capa
SD Eibar,Athletic,Libre,Peru NolaskoainP. Nolaskoain
RC Deportivo,Athletic,Libre,Mikel BalenziagaM. Balenziaga
SD Logroñés,Athletic,Libre,Ander IruAnder Iru
Udinese,Athletic,Libre,Oier ZarragaO. Zarraga
FC Barcelona,Athletic,Libre,Iñigo MartínezI. Martínez
Racing Ferrol,Athletic,Cesión,Nico SerranoN. Serrano
Alcorcón,Athletic,Cesión,Juan ArtolaJ. Artola
PEC Zwolle,Athletic,Cesión,Nico SerranoN. Serrano
CD Mirandés,Athletic,Cesión,Javier MartónJ. Martón
SD Eibar,Athletic,Cesión,Unai VencedorU. Vencedor
SD Amorebieta,Athletic,Cesión,Jon MorcilloJ. Morcillo
Atlético Madrid,FC Barcelona,"22,00 mill. €",Antoine GriezmannA. Griezmann
Atlético Madrid,Royal Amberes,"18,00 mill. €",Arthur VermeerenA. Vermeeren
Atlético Madrid,Granada CF,"6,00 mill. €",Samu OmorodionS. Omorodion
Atlético Madrid,RC Celta,"5,00 mill. €",Javi GalánJ. Galán
Atlético Madrid,Racing Club,"2,70 mill. €",Santiago MouriñoS. Mouriño
Atlético Madrid,FC Rapid 1923,800 mil €,Horațiu MoldovanH. Moldovan
Atlético Madrid,Valencia CF,Libre,Gabriel PaulistaGabriel Paulista
Atlético Madrid,Chelsea,Libre,César AzpilicuetaC. Azpilicueta
Atlético Madrid,Leicester City,Libre,Çağlar SöyüncüÇ. Söyüncü
Atlético Madrid,Rayo Vallecano,Fin de cesión 30/06/2023,Sergio CamelloS. Camello
Atlético Madrid,Atl. Madrid B,-,Germán ValeraG. Valera
Atlético Madrid,Atl. Madrid B,-,Carlos MartínC. Martín
Atlético Madrid,CA Osasuna,Fin de cesión 30/06/2023,Manu SánchezM. Sánchez
Atlético Madrid,São Paulo,Fin de cesión 31/12/2023,Marcos PauloMarcos Paulo
Atlético Madrid,Wolverhampton,Fin de cesión 30/06/2023,Matheus CunhaM. Cunha
Atlético Madrid,UD Ibiza,Fin de cesión 30/06/2023,Javi SerranoJ. Serrano
Atlético Madrid,Girona FC,Fin de cesión 30/06/2023,Rodrigo RiquelmeR. Riquelme
Atlético Madrid,Real Zaragoza,Fin de cesión 30/06/2023,Giuliano SimeoneG. Simeone
Atlético Madrid,Nottm Forest,Fin de cesión 30/06/2023,Renan LodiR. Lodi
Atlético Madrid,Valencia CF,Fin de cesión 30/06/2023,Samuel LinoS. Lino
Atlético Madrid,Chelsea,Fin de cesión 30/06/2023,João FélixJoão Félix
Atlético Madrid,Real Zaragoza,Fin de cesión 30/06/2023,Víctor MollejoV. Mollejo
Atlético Madrid,CD Tenerife,Fin de cesión 30/06/2023,Borja GarcésB. Garcés
Atlético Madrid,UD Las Palmas,Fin de cesión 30/06/2023,VitoloVitolo
Atlético Madrid,San Luis,Fin de cesión 30/06/2023,Juan Manuel SanabriaJ. Sanabria
Wolverhampton,Atlético Madrid,"50,00 mill. €",Matheus CunhaM. Cunha
Marsella,Atlético Madrid,"20,60 mill. €",Renan LodiR. Lodi
Al-Shabab,Atlético Madrid,"15,00 mill. €",Yannick CarrascoY. Carrasco
Marsella,Atlético Madrid,"8,00 mill. €",Geoffrey KondogbiaG. Kondogbia
Rayo Vallecano,Atlético Madrid,"5,00 mill. €",Sergio CamelloS. Camello
Sheff Utd,Atlético Madrid,"2,50 mill. €",Ivo GrbicIvo Grbic
Fenerbahce,Atlético Madrid,"Coste de cesión: 2,00 mill. €",Çağlar SöyüncüÇ. Söyüncü
Wolverhampton,Atlético Madrid,Libre,Matt DohertyM. Doherty
RC Celta,Atlético Madrid,Libre,Manu SánchezM. Sánchez
Real Zaragoza,Atlético Madrid,Cesión,Víctor MollejoV. Mollejo
San Luis,Atlético Madrid,?,Juan Manuel SanabriaJ. Sanabria
Alavés,Atlético Madrid,Cesión,Giuliano SimeoneG. Simeone
Real Zaragoza,Atlético Madrid,Cesión,Germán ValeraG. Valera
Real Sociedad,Atlético Madrid,Cesión,Javi GalánJ. Galán
CD Mirandés,Atlético Madrid,Cesión,Carlos MartínC. Martín
Real Zaragoza,Atlético Madrid,Cesión,Santiago MouriñoS. Mouriño
Elche CF,Atlético Madrid,Cesión,Borja GarcésB. Garcés
Sturm Graz,Atlético Madrid,Cesión,Javi SerranoJ. Serrano
Alavés,Atlético Madrid,Cesión,Samu OmorodionS. Omorodion
FC Barcelona,Atlético Madrid,Cesión,João FélixJoão Félix
FC Barcelona,Atlético Madrid,Fin de cesión 30/06/2023,Antoine GriezmannA. Griezmann
Tottenham,Atlético Madrid,Fin de cesión 30/06/2023,Sergio ReguilónS. Reguilón
FC Barcelona,Athletico-PR,"40,00 mill. €",Vitor RoqueVitor Roque
FC Barcelona,Girona FC,"3,40 mill. €",Oriol RomeuO. Romeu
FC Barcelona,Manchester City,Libre,İlkay Gündoğanİ. Gündoğan
FC Barcelona,Athletic,Libre,Iñigo MartínezI. Martínez
FC Barcelona,Manchester City,Cesión,João CanceloJ. Cancelo
FC Barcelona,Atlético Madrid,Cesión,João FélixJoão Félix
FC Barcelona,Barça Atlètic,-,Álex ValleÁ. Valle
FC Barcelona,Barça Atlètic,-,Pau CubarsíP. Cubarsí
FC Barcelona,Barça Atlètic,-,Estanis PedrolaE. Pedrola
FC Barcelona,Barça Juv A,-,Marc GuiuMarc Guiu
FC Barcelona,Barça Atlètic,-,Fermín LópezF. López
FC Barcelona,Barça Atlètic,-,Chadi RiadC. Riad
FC Barcelona,Barça Juv A,-,Lamine YamalLamine Yamal
FC Barcelona,Barça Atlètic,-,Julián AraujoJ. Araujo
FC Barcelona,Atlético Madrid,Fin de cesión 30/06/2023,Antoine GriezmannA. Griezmann
FC Barcelona,Lecce,Fin de cesión 30/06/2023,Samuel UmtitiS. Umtiti
FC Barcelona,Sporting Lisboa,Fin de cesión 30/06/2023,TrincãoTrincão
FC Barcelona,Elche CF,Fin de cesión 30/06/2023,Álex ColladoÁ. Collado
FC Barcelona,Tottenham,Fin de cesión 30/06/2023,Clément LengletC. Lenglet
FC Barcelona,AC Milan,Fin de cesión 30/06/2023,Sergiño DestS. Dest
FC Barcelona,CA Osasuna,Fin de cesión 30/06/2023,Abde EzzalzouliA. Ezzalzouli
FC Barcelona,Valencia CF,Fin de cesión 30/06/2023,Nico GonzálezN. González
PSG,FC Barcelona,"50,00 mill. €",Ousmane DembéléO. Dembélé
Atlético Madrid,FC Barcelona,"22,00 mill. €",Antoine GriezmannA. Griezmann
Al-Ahli,FC Barcelona,"12,50 mill. €",Franck KessiéF. Kessié
Oporto,FC Barcelona,"8,44 mill. €",Nico GonzálezN. González
Real Betis,FC Barcelona,"7,50 mill. €",Abde EzzalzouliA. Ezzalzouli
Sporting Lisboa,FC Barcelona,"7,00 mill. €",TrincãoTrincão
Real Betis,FC Barcelona,Libre,Álex ColladoÁ. Collado
Inter Miami,FC Barcelona,Libre,Sergio BusquetsS. Busquets
LOSC Lille,FC Barcelona,Libre,Samuel UmtitiS. Umtiti
Inter Miami,FC Barcelona,Libre,Jordi AlbaJ. Alba
Real Betis,FC Barcelona,Cesión,Chadi RiadC. Riad
Girona FC,FC Barcelona,Cesión,Pablo TorreP. Torre
Levante UD,FC Barcelona,Cesión,Álex ValleÁ. Valle
UD Las Palmas,FC Barcelona,Cesión,Julián AraujoJ. Araujo
Girona FC,FC Barcelona,Cesión,Eric GarcíaE. García
PSV Eindhoven,FC Barcelona,Cesión,Sergiño DestS. Dest
Brighton,FC Barcelona,Cesión,Ansu FatiAnsu Fati
Sampdoria,FC Barcelona,Cesión,Estanis PedrolaE. Pedrola
Aston Villa,FC Barcelona,Cesión,Clément LengletC. Lenglet
Girona FC,SK Dnipro-1,"7,75 mill. €",Artem DovbykA. Dovbyk
Girona FC,Atl. Nacional,"6,00 mill. €",Jhon SolísJ. Solís
Girona FC,Manchester City,"5,00 mill. €",Yangel HerreraY. Herrera
Girona FC,Villarreal CF,"2,00 mill. €",Iván MartínI. Martín
Girona FC,Getafe CF,"1,50 mill. €",PortuPortu
Girona FC,Bayern Múnich,Libre,Daley BlindD. Blind
Girona FC,Fulham,Libre,Paulo GazzanigaP. Gazzaniga
Girona FC,FC Barcelona,Cesión,Pablo TorreP. Torre
Girona FC,Troyes,Cesión,SávioSávio
Girona FC,FC Barcelona,Cesión,Eric GarcíaE. García
Girona FC,FC Cartagena,Fin de cesión 30/06/2023,Óscar UreñaÓ. Ureña
Girona FC,Real Murcia,Fin de cesión 30/06/2023,Arnau OrtizA. Ortiz
Girona FC,CD Eldense,Fin de cesión 17/01/2024,Arnau OrtizA. Ortiz
Girona FC,Villarreal CF,Fin de cesión 30/06/2023,Ramón TerratsR. Terrats
Girona FC,CE Sabadell,Fin de cesión 30/06/2023,Pau VíctorP. Víctor
Girona FC,CE Sabadell,Fin de cesión 30/06/2023,Álex SalaÁ. Sala
Girona FC,Real Oviedo,Fin de cesión 30/06/2023,Manu VallejoM. Vallejo
Girona FC,San Fernando CD,Fin de cesión 30/06/2023,Gabri MartínezG. Martínez
Girona FC,San Fernando CD,Fin de cesión 30/06/2023,Ilyas ChairaI. Chaira
Wolverhampton,Girona FC,"12,00 mill. €",Santiago BuenoS. Bueno
FC Barcelona,Girona FC,"3,40 mill. €",Oriol RomeuO. Romeu
Villarreal CF,Girona FC,"2,50 mill. €",Ramón TerratsR. Terrats
Atl. Nacional,Girona FC,Libre,Bernardo EspinosaB. Espinosa
CD Mirandés,Girona FC,Cesión,Ibrahima KébéI. Kébé
Barça Atlètic,Girona FC,Cesión,Pau VíctorP. Víctor
CD Eldense,Girona FC,Cesión,Arnau OrtizA. Ortiz
CD Leganés,Girona FC,Cesión,Óscar UreñaÓ. Ureña
CD Mirandés,Girona FC,Cesión,Ilyas ChairaI. Chaira
Real Zaragoza,Girona FC,Cesión,Manu VallejoM. Vallejo
AEK Atenas,Girona FC,Cesión,Alexander CallensA. Callens
CD Mirandés,Girona FC,Cesión,Gabri MartínezG. Martínez
FC Cartagena,Girona FC,Cesión,Arnau OrtizA. Ortiz
Córdoba CF,Girona FC,Cesión,Álex SalaÁ. Sala
Fulham,Girona FC,Fin de cesión 30/06/2023,Paulo GazzanigaP. Gazzaniga
Manchester City,Girona FC,Fin de cesión 30/06/2023,Yangel HerreraY. Herrera
CD Leganés,Girona FC,Fin de cesión 30/06/2023,Javi HernándezJ. Hernández
Atlético Madrid,Girona FC,Fin de cesión 30/06/2023,Rodrigo RiquelmeR. Riquelme
Villarreal CF,Girona FC,Fin de cesión 30/06/2023,Iván MartínI. Martín
New York City,Girona FC,Fin de cesión 30/06/2023,Taty CastellanosT. Castellanos
CA Osasuna,Real Betis,"6,50 mill. €",Raúl GarcíaR. García
CA Osasuna,Rayo Vallecano,Libre,Alejandro CatenaA. Catena
CA Osasuna,CD Leganés,Libre,José Manuel ArnáizJ. Arnáiz
CA Osasuna,Villarreal CF,Cesión,Johan MojicaJ. Mojica
CA Osasuna,Osasuna B,-,Iker BenitoI. Benito
CA Osasuna,Osasuna B,-,Diego MorenoD. Moreno
CA Osasuna,Osasuna B,-,Jorge HerrandoJ. Herrando
CA Osasuna,Osasuna B,-,Iker MuñozI. Muñoz
CA Osasuna,Burgos CF,Fin de cesión 30/06/2023,Jesús AresoJ. Areso
CA Osasuna,CD Mirandés,Fin de cesión 25/01/2024,Diego MorenoD. Moreno
CA Osasuna,SD Huesca,Fin de cesión 30/06/2023,Javi MartínezJ. Martínez
